class_overlap,ece_cal,ece_improvement,ece_raw,env_burst,filename,label_noise,macro_f1,model,seed,stress_score,temperature,macro_f1_processed,ece_raw_log,ece_cal_log,temperature_winsorized
0.4,0.008797579169273376,23.496183158969867,0.011499529739220938,0.0,paperA_cnn_hard_s4_cla0p4_env0p0_lab0p0.json,0.0,0.925315943968626,cnn,4,0.4,1.0671887397766113,0.925315943968626,0.011433912711290016,0.00875910595244341,1.0671887397766113
0.4,0.008549585084120431,7.323376933455443,0.009225179771582286,0.0,paperA_cnn_hard_s4_cla0p4_env0p0_lab0p05.json,0.05,0.9325460310381879,cnn,4,0.45,0.9501596689224243,0.9325460310381879,0.009182887702984982,0.00851324436669701,0.9501596689224243
0.4,0.004093385537465414,37.40488662143021,0.006539465010166169,0.0,paperA_cnn_hard_s4_cla0p4_env0p0_lab0p1.json,0.1,0.9279045554021967,cnn,4,0.5,0.956354558467865,0.9279045554021967,0.006518175473240193,0.0040850304275828996,0.956354558467865
0.4,0.003682775139808655,43.72521552621024,0.006544272313515345,0.1,paperA_cnn_hard_s4_cla0p4_env0p1_lab0p0.json,0.0,0.9884474587007386,cnn,4,0.5,1.1958131790161133,0.9884474587007386,0.00652295153223869,0.0036760103272119944,1.1958131790161133
0.4,0.00704367967446645,-2.611253460955345,0.006864431957403818,0.1,paperA_cnn_hard_s4_cla0p4_env0p1_lab0p05.json,0.05,0.9826891166769951,cnn,4,0.55,1.0846797227859497,0.9826891166769951,0.006840979010621782,0.00701898883788318,1.0846797227859497
0.4,0.0032754351298014323,40.34362471788951,0.005490503092606862,0.1,paperA_cnn_hard_s4_cla0p4_env0p1_lab0p1.json,0.1,0.9825063015755001,cnn,4,0.6,1.1205264329910278,0.9825063015755001,0.00547548522585325,0.003270082576931764,1.1205264329910278
0.4,0.006226023515065511,13.484059237040405,0.007196388850609462,0.2,paperA_cnn_hard_s4_cla0p4_env0p2_lab0p0.json,0.0,0.9821677648350629,cnn,4,0.6000000000000001,1.0163898468017578,0.9821677648350629,0.007170618406594338,0.006206721904087378,1.0163898468017578
0.4,0.0020711564620335896,38.97789372584952,0.003394108444452286,0.2,paperA_cnn_hard_s4_cla0p4_env0p2_lab0p05.json,0.05,0.9916508908233502,cnn,4,0.6500000000000001,0.8925976753234863,0.9916508908233502,0.0033883614586432257,0.0020690145744348223,0.8925976753234863
0.4,0.004866577903429667,26.705387454414257,0.0066397484540939335,0.2,paperA_cnn_hard_s4_cla0p4_env0p2_lab0p1.json,0.1,0.9873803149658235,cnn,4,0.7000000000000001,1.176530122756958,0.9873803149658235,0.006617802414885538,0.004854774392830165,1.176530122756958
0.8,0.02731399162610372,3.4806974723901707,0.028298993994792302,0.0,paperA_cnn_hard_s4_cla0p8_env0p0_lab0p0.json,0.0,0.7024065804782438,cnn,4,0.8,1.1205264329910278,0.8417408664237727,0.027905974933743267,0.0269476209527481,1.1205264329910278
0.8,0.027698213875293736,33.20036703074635,0.04146461985508602,0.0,paperA_cnn_hard_s4_cla0p8_env0p0_lab0p05.json,0.05,0.7119532045287575,cnn,4,0.8500000000000001,1.0671887397766113,0.8417408664237727,0.04062801076750607,0.0273215576647915,1.0671887397766113
0.8,0.02289607320229212,-12.224019233928717,0.020402114768822987,0.0,paperA_cnn_hard_s4_cla0p8_env0p0_lab0p1.json,0.1,0.6984022954037679,cnn,4,0.9,1.0499796867370605,0.8417408664237727,0.02019677977339812,0.0226378915862649,1.0499796867370605
0.8,0.009699933369954427,6.2722692895374275,0.010349053899447125,0.1,paperA_cnn_hard_s4_cla0p8_env0p1_lab0p0.json,0.0,0.9401620097978648,cnn,4,0.9,1.1205264329910278,0.9401620097978648,0.010295869068207123,0.009653191038193005,1.1205264329910278
0.8,0.009140187571446102,46.886865441857,0.01720890255769094,0.1,paperA_cnn_hard_s4_cla0p8_env0p1_lab0p05.json,0.05,0.9360206750510929,cnn,4,0.9500000000000001,1.2154123783111572,0.9360206750510929,0.0170625065504259,0.009098668857812957,1.2154123783111572
0.8,0.011378491640090943,2.870444488975329,0.011714757243792215,0.1,paperA_cnn_hard_s4_cla0p8_env0p1_lab0p1.json,0.1,0.9429956954670224,cnn,4,1.0,1.1575579643249512,0.9429956954670224,0.011646670704121408,0.011314243509296404,1.1575579643249512
0.8,0.0071882291237513225,20.88810770578986,0.009086154957612357,0.2,paperA_cnn_hard_s4_cla0p8_env0p2_lab0p0.json,0.0,0.9649319758019154,cnn,4,1.0,1.0671887397766113,0.9649319758019154,0.00904512420555265,0.0071625169479301145,1.0671887397766113
0.8,0.005845366656780243,42.200314029566336,0.010113146046797434,0.2,paperA_cnn_hard_s4_cla0p8_env0p2_lab0p05.json,0.05,0.9699170282603664,cnn,4,1.05,1.2154123783111572,0.9699170282603664,0.010062350367656337,0.005828348786029981,1.2154123783111572
0.8,0.006681964168945949,32.66290513279607,0.009923154811064403,0.2,paperA_cnn_hard_s4_cla0p8_env0p2_lab0p1.json,0.1,0.9649402664732031,cnn,4,1.1,1.1388916969299316,0.9649402664732031,0.00987424361312666,0.0066597387975247556,1.1388916969299316
0.0,0.0,100.0,0.0001659989356994629,0.0,paperA_conformer_lite_hard_s0_cla0p0_env0p0_lab0p0.json,0.0,1.0,conformer_lite,0,0.0,0.5700643062591553,1.0,0.0001659851594006824,0.0,0.5700643062591553
0.0,0.0,100.0,0.00018638372421264648,0.0,paperA_conformer_lite_hard_s0_cla0p0_env0p0_lab0p05.json,0.05,1.0,conformer_lite,0,0.05,0.5497806668281555,1.0,0.00018636635692427387,0.0,0.5497806668281555
0.0,0.0,100.0,0.0001862049102783203,0.0,paperA_conformer_lite_hard_s0_cla0p0_env0p0_lab0p1.json,0.1,1.0,conformer_lite,0,0.1,0.5542154312133789,1.0,0.00018618757629576283,0.0,0.5542154312133789
0.0,0.0,100.0,0.00022459030151367188,0.1,paperA_conformer_lite_hard_s0_cla0p0_env0p1_lab0p0.json,0.0,1.0,conformer_lite,0,0.1,0.5088827610015869,1.0,0.00022456508488744067,0.0,0.5088827610015869
0.0,0.0,100.0,0.0001825094223022461,0.1,paperA_conformer_lite_hard_s0_cla0p0_env0p1_lab0p05.json,0.05,1.0,conformer_lite,0,0.15000000000000002,0.5312114953994751,1.0,0.00018249276948379824,0.0,0.5312114953994751
0.0,0.0,100.0,0.00018084049224853516,0.1,paperA_conformer_lite_hard_s0_cla0p0_env0p1_lab0p1.json,0.1,1.0,conformer_lite,0,0.2,0.5356614589691162,1.0,0.00018082414257780877,0.0,0.5356614589691162
